,Image,Label
41,frame41.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
42,frame42.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
43,frame43.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
44,frame44.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
45,frame45.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
46,frame46.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
47,frame47.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
48,frame48.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
49,frame49.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
50,frame50.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
51,frame51.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
52,frame52.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
53,frame53.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
54,frame54.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
55,frame55.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
56,frame56.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
57,frame57.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
58,frame58.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
59,frame59.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
60,frame60.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
61,frame61.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
62,frame62.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
63,frame63.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
64,frame64.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
65,frame65.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
66,frame66.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
67,frame67.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
68,frame68.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
69,frame69.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
70,frame70.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
71,frame71.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
72,frame72.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
73,frame73.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
74,frame74.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
75,frame75.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
76,frame76.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
77,frame77.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
78,frame78.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
79,frame79.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
80,frame80.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
81,frame81.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
82,frame82.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
83,frame83.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
84,frame84.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
85,frame85.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
86,frame86.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
87,frame87.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
88,frame88.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
89,frame89.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
90,frame90.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
91,frame91.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
92,frame92.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
93,frame93.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
94,frame94.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
95,frame95.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
96,frame96.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
97,frame97.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
98,frame98.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
99,frame99.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
100,frame100.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
101,frame101.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
102,frame102.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
103,frame103.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
104,frame104.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
105,frame105.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
106,frame106.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
107,frame107.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
108,frame108.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
109,frame109.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
110,frame110.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
111,frame111.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
112,frame112.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
113,frame113.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
114,frame114.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
115,frame115.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
116,frame116.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
117,frame117.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
118,frame118.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
119,frame119.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
120,frame120.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
121,frame121.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
122,frame122.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
123,frame123.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
124,frame124.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
125,frame125.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
126,frame126.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
127,frame127.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
128,frame128.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
129,frame129.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
130,frame130.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
131,frame131.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
132,frame132.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
133,frame133.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 1, 'n': 0}"
134,frame134.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
135,frame135.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
136,frame136.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
137,frame137.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
138,frame138.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
139,frame139.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
140,frame140.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
141,frame141.jpg,"{'w': 1, 'k': 0, 'p': 0, 's': 0, 'n': 0}"
142,frame142.jpg,"{'w': 1, 'k': 0, 'p': 0, 's': 0, 'n': 0}"
143,frame143.jpg,"{'w': 1, 'k': 0, 'p': 0, 's': 0, 'n': 0}"
144,frame144.jpg,"{'w': 1, 'k': 0, 'p': 0, 's': 0, 'n': 0}"
145,frame145.jpg,"{'w': 1, 'k': 0, 'p': 0, 's': 0, 'n': 0}"
146,frame146.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
147,frame147.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
148,frame148.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
149,frame149.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
150,frame150.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
151,frame151.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
152,frame152.jpg,"{'w': 0, 'k': 1, 'p': 1, 's': 0, 'n': 0}"
153,frame153.jpg,"{'w': 0, 'k': 1, 'p': 1, 's': 0, 'n': 0}"
154,frame154.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
155,frame155.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
156,frame156.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
157,frame157.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
158,frame158.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
159,frame159.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
160,frame160.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
161,frame161.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
162,frame162.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
163,frame163.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
164,frame164.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
165,frame165.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
166,frame166.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
167,frame167.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
168,frame168.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
169,frame169.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
170,frame170.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
171,frame171.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
172,frame172.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
173,frame173.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
174,frame174.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
175,frame175.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
176,frame176.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
177,frame177.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
178,frame178.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
179,frame179.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
180,frame180.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
181,frame181.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
182,frame182.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
183,frame183.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
184,frame184.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
185,frame185.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
186,frame186.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
187,frame187.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
188,frame188.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
189,frame189.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
190,frame190.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
191,frame191.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
192,frame192.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
193,frame193.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
194,frame194.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
195,frame195.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
196,frame196.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
197,frame197.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
198,frame198.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
199,frame199.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
200,frame200.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
201,frame201.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
202,frame202.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
203,frame203.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
204,frame204.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
205,frame205.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
206,frame206.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
207,frame207.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
208,frame208.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
209,frame209.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
210,frame210.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
211,frame211.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
212,frame212.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
213,frame213.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
214,frame214.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
215,frame215.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
216,frame216.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
217,frame217.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
218,frame218.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
219,frame219.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
220,frame220.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
221,frame221.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
222,frame222.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
223,frame223.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
224,frame224.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
225,frame225.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
226,frame226.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
227,frame227.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
228,frame228.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
229,frame229.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
230,frame230.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
231,frame231.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
232,frame232.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
233,frame233.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
234,frame234.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
235,frame235.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
236,frame236.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
237,frame237.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
238,frame238.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
239,frame239.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
240,frame240.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
241,frame241.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
242,frame242.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
243,frame243.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
244,frame244.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
245,frame245.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
246,frame246.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
247,frame247.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
248,frame248.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
249,frame249.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
250,frame250.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
251,frame251.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
252,frame252.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
253,frame253.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
254,frame254.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
255,frame255.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
256,frame256.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
257,frame257.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
258,frame258.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
259,frame259.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
260,frame260.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
261,frame261.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
262,frame262.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
263,frame263.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
264,frame264.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
265,frame265.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
266,frame266.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
267,frame267.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
268,frame268.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
269,frame269.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
270,frame270.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
271,frame271.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
272,frame272.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
273,frame273.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
274,frame274.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
275,frame275.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
276,frame276.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
277,frame277.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
278,frame278.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
279,frame279.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
280,frame280.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
281,frame281.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
282,frame282.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
283,frame283.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
284,frame284.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
285,frame285.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
286,frame286.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
287,frame287.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
288,frame288.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
289,frame289.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
290,frame290.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
291,frame291.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
292,frame292.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
293,frame293.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
294,frame294.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
295,frame295.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
296,frame296.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
